CODICE TIPO ENTE CREDITORE,TIPO ENTE CREDITORE,"# Progressivo
Macro Area per Ente Creditore","NOME
MACRO AREA","DESCRIZIONE
MACRO AREA","CODICE 
TIPOLOGIA SERVIZIO",TIPO SERVIZIO,"Motivo Giuridico della riscossione
IM: Imposta
TS: Tassa
SP: Servizio Pubblico
SA: Sanzioni
AP: Altri Pagamenti","DESCRIZIONE
TIPO SERVIZIO",# VERSIONE TASSONOMIA,DATI SPECIFICI DI INCASSO,DATA INIZIO VALIDITA',DATA FINE VALIDITA',,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,08,,,102,Autorizzazione e Certificazione,AP,Certificati e autorizzazioni rilasciate dai vigili del fuoco sui prodotti antincendio,10,9/0708102AP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,08,,,103,Soccorso tecnico non urgente,AP,"Apertura porte che viene fatta a favore del cittadino, fuori dai casi previsti da quella di soccorso ordinario.",10,9/0708103AP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,09,MINISTERO DELLA SALUTE,Entrate relative alla promozione  e alla tutela della salute,100,Marca da bollo,IM,"pagamento marca da bollo per : 
Autorizzazione per il trasporto marittimo di acqua potabile con navi cisterna
Richiesta di accesso agli atti del ricorso innanzi alla Commissione Centrale per gli Esercenti le Professioni Sanitarie
Equiparazione del titolo di Aiutante di Sanità al titolo di Infermiere Generico
Riconoscimento del servizio sanitario prestato all'estero
Libera prestazione per titolo 
Riconoscimento titolo professionale conseguito in un Paese dell'UE, nella Confederazione svizzera o nell'Area SEE da cittadini comunitari.
Certificato di onorabilità professionale - Good standing 
Rilascio Attestato conformità per titolo professionale conseguito in Italia 
Certificato attestante il diritto acquisito ad esercitare in Italia in qualità di Medico di medicina generale
Certificato di onorabilità professionale - Good standing - professioni sanitarie
Certificato ""Statement of need""  necessario per il  Visto USA J- 1
Autorizzazione dei posti di controllo per la protezione degli animali durante il trasporto(Reg. CE 1255/1997 e s.m.)
Autorizzazione sanitarie per le importazioni da Paesi terzi di animali, primati non umani, merci di interesse sanitario (veterinario), articoli da esposizione, campioni commerciali (Reg UE 142/2011), organismi patogeni.
Rilascio libera pratica sanitaria  a navi in arrivo da porti extra comunitari
Controlli sanitari sulle merci di interesse sanitario in importazione da Paesi Terzi
Rilascio certificato medico di idoneità psicofisica per il rilascio/rinnovo della patente automobilistica o nautica
Vaccinazioni per viaggiatori internazionali
Rilascio di Certificazioni di attestati di iscrizione ad albi.
Autorizzazione ad uso sperimentale-scientifico di standard contenenti sostanze stupefacenti o psicotrope di esclusivo uso analitico di laboratorio; Laboratori privati

",10,9/0709100IM/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,09,,,101,Contributo concorso pubblico,TS,pagamento quota di partecipazione concorsi pubblici,10,9/0709101TS/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,09,,,102,Contributo aziende farmaceutiche,IM,pagamento del contributo per le aziende farmaceutiche,10,9/0709102IM/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,09,,,103,varie,AP,entrate varie diverse da quelle censite nelle righe precedenti,10,9/0709103AP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,10,MINISTERO DELL'AMBIENTE,Entrate a supporto del settore ambiente,100,Autorizzazione integrata ambientale,IM,Pagamento per il rilascio dell' autorizzazione all'esercizio di impianto,10,9/0710100IM/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,10,,,101,Pagamento notifiche seveso,AP,Notifiche dei gestori di stabilimenti con pericoli di gravi incidenti industriali ,10,9/0710101AP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,10,,,102,Rilascio licenze giardini zoologici,IM,Pagamento per il rilascio delle licenze giardini zoologici,10,9/0710102IM/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,10,,,103,Pagamento servizi Cites,IM,Pagamento del diritto di prelievo per l'import ed export di flora e fauna speciale protetta ,10,9/0710103IM/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,11,MINISTERO DELLA DIFESA,Entrate a supporto del settore difesa e sicurezza,100,servizio  mense,TS,Servizio di distribuzione pasti da parte delle mense,10,9/0711100TS/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,11,,,101,vendita capi di vestiario ed equipaggiamento,AP,Incasso per vendita capi di vestiario,10,9/0711101AP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,11,,,102,corrispettivo per fruizione di alloggi ,IM,Corrispettivo per fruizione di alloggi per il personale di passaggio,10,9/0711102IM/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,11,,,103,accesso agli atti,AP,Pagamenti delle somme da versare all'A.D. per,10,9/0711103AP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,11,,,104,stati di addebito,AP,Pagamenti per stati di addebito,10,9/0711104AP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,11,,,105,valori bollati,IM,Acquisto valori bollati,10,9/0711105IM/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,11,,,106, vendita di servizi/prodotti forniti a titolo oneroso ,SP,Vendita di servizi/prodotti forniti a titolo oneroso che preveda il pagamento in cassa.,10,9/0711106SP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,MINISTERO DELLO SVULUPPO ECONOMICO,"Entrate a supporto del settore politica industriale, di commercio e di comunicazioni.",100,Contributo utilizzo collegamento radioelettrico,TS,Contributo per l'utilizzo di un collegamento radioelettrico ad uso privato (annuo/rateo rilascio/rateo ristrutturazione/istruttoria/maggiorazione),10,9/0712100TS/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,,,101,Autorizzazioni ad uso privato ,AP,Autorizzazione temporanea all'uso privato di frequenze e autorizzazione per sperimentazione collegamento radioelettrico ad uso privato,10,9/0712101AP/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,,,102,Autorizzazioni collegamento radioelettrico,AP,Autorizzazione collegamento radioelettrico ad uso privato su supporto fisico,10,9/0712102AP/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,,,103,Autorizzazioni satellitari,SP,Autorizzazioni  per collegamenti satellitari,10,9/0712103SP/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,,,104,Autorizzazioni servizi di comunicazione pubblici,SP,Servizi di comunicazione ad uso pubblico,10,9/0712104SP/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,,,105,Autorizzazioni fonitori audiovisivi,AP,Autorizzazioni per fornitori di servizi di media audiovisivi (FSMA),10,9/0712105AP/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,,,106,Autorizzazioni operatori di Rete,TS,Contributo di concessione radiofonica; Operatori di Rete TV Diritti Amministrativi; Operatori di Rete TV Contributo per l'utilizzo di Ponti di collegamento; Operatori di Rete TV Contributo per i diritti d'uso di frequenze.,10,9/0712106TS/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,,,107,Autorizzazioni per attività postali ,AP,"Autorizzazioni per attività Postali, Autorizzazioni generali con effetto immediato/caselle postali",10,9/0712107AP/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,,,108,Licenze,TS,Licenza individuale Postale,10,9/0712108TS/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,,,109,Sanzioni,SA,Violazione Art. 102 del Codice delle comunicazioni elettroniche,10,9/0712109SA/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
07,PUBBLICHE AMMINISTRAZIONI CENTRALI,12,,,110,Altro,AP,,10,9/0712110AP/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,ALTRE AMMINISTRAZIONI,01,ALTRE AMMINISTRAZIONI,Varie,100,INCASSI GENERALI,AP,Incassi Generali,10,9/0801100AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,ALTRE AMMINISTRAZIONI,02,INPS,Servizi Legati alla previdenza Sociale,100,Contributi lavoratori domestici,AP,contributi dovuti per i lavoratori Domestici,10,9/0802100AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
08,ALTRE AMMINISTRAZIONI,02,,,101,"Contributi riscatti , ricongiunzioni e rendite",AP,"contributi per riscatti, ricongiunzioni e rendite
",10,9/0802101AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
08,ALTRE AMMINISTRAZIONI,02,,,102,Contributi versamenti volontari,AP,versamento volontario dei contributi per perfezionare i requisiti di assicurazione  e di contribuzione per raggiungere il diritto della pensione ed incrementare l'importo del trattamento pensionistico.,10,9/0802102AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
08,ALTRE AMMINISTRAZIONI,02,,,103,Contributi clero,AP,contributi per il Fondo di previdenza del  clero ,10,9/0802103AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
08,ALTRE AMMINISTRAZIONI,02,,,104,Mutui dipendenti pubblici,AP,gestione mutuo ipotecario edilizio,10,9/0802104AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
08,ALTRE AMMINISTRAZIONI,02,,,105,Indebiti da prestazioni,AP,incassi da procedura di Ri-recupero indebiti,10,9/0802105AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
08,ALTRE AMMINISTRAZIONI,02,,,106,Prestazioni occasionali,AP,Versamenti da contributi per prestazioni occasionali,10,9/0802106AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
08,ALTRE AMMINISTRAZIONI,02,,,107,Libretto famiglia,AP,versamenti libretto nominativo prefinanziato,10,9/0802107AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,01,GESTORI PUBBLICI SERVIZI,Varie,100,Varie,AP,Incassi Generali,10,9/0901100AP/,01/01/1900,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,01,,,101,Tariffe di Vettoriamento,SP,Fornitua di energia ( Elettrica ; Gas ; etc... ) ed allacciamento,10,9/0901101SP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,01,,,102,OTA - Organismo Tecnicamente accreditante,IM,Dietro l'ottenimento di tale accreditamento (Servizio sanitario) ogni struttura sia Pubblica che privata a livello regionale dovrà pagare una quota allo stesso Organismo per conto della Regione in base a dei parametri prestabiliti.,10,9/0901102IM/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,AMBIENTE,Servizi per il controllo delle attività che potrebbero alterare l'ambiente circostante.,100,Servizi verso privati,SP,"Verifiche sulla sicurezza degli impianti,analisi chimiche, bollettini meteo,pubblicazioni scientifiche",10,9/0902100SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,101,Affitti,TS,Canoni di locazione percepiti dall'Ente,10,9/0902101TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,102,Altre Entrate Regionali,AP,"Contributi dalla Regione, contributi dalle province",10,9/0902102AP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,103,Rimborso spese di gara,SP,Rimborso delle spese sostenute per la pubblicazione a pagamento sui giornali di bandi di gara a carico dell'aggiudicatario,10,9/0902103SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,104,Certificazioni e Oneri Ambientali,TS,Spese per il rilascio dell'attestato nel quale viene certificato l'impegno di un'organizzazione per il rispetto dell'ambiente,10,9/0902104TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,105,Tassa concorso,TS,Tassa per la partecipazione a concorsi,10,9/0902105TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,106,Sanzioni Ambientali,SA,"Sanzioni in materia ambientale. ES: rifiuti, acque superficiali e sotterranee, impianti termici, emissioni in atmosfera, autorizzazioni integrate ambientali",10,9/0902106SA/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,107,Sanzioni amministrative,SA,"Sono tutte quelle che non rientrano nelle sanzioni penali e che non hanno conseguenze sul casellario giudiziario del trasgressore. Sono sempre collegate ad una misura economica (pagamento di una contravvenzione). Esempi: violazioni delle norme tributarie, norme in materia di tutela del lavoro, del codice della strada etc.
",10,9/0902107SA/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,108,Diritti di segreteria e Spese di notifica,TS,i diritti di segreteria sono un corrispettivo versato al comune per una determinata attività o prestazione che gli enti locali svolgono su richiesta dell'interessato,10,9/0902108TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,109,Spese legali,TS,Spese sostenute dall'amministrazione per notifiche di solleciti di pagamenti ed ingiunzioni,10,9/0902109TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,110,Servizi verso Pubbliche Amministrazioni,SP,Analisi di Laboratorio per Tutela Salute Pubblica,10,9/0902110SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,02,,,111,Tributi Consortili,SP,"Rimborso ai Consorzi di Bonifica, da parte dei proprietari degli immobili nel comprensorio (ossia dei consorziati), delle spese sostenute dal Consorzio stesso per la manutenzione ed esercizio della rete dei canali e degli Impianti di Bonifica",10,9/0902111SP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,ENTE PARCO,Parchi Nazionali ; Regionali,100,Concessione Fida Pascolo,SP,La concessione di Fida Pascolo concede l'utilizzo di porzioni di beni demaniali ad agricoltori/allevatori per il solo pascolamento di animali e greggi.,10,9/0903100SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,101,Concessione Terreni,SP,Somme derivanti dalla concessione in fitto di terreni demaniali,10,9/0903101SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,102,Concessione fabbricati,SP,Somme derivanti dalla concessione in uso di fabbricati pubblici,10,9/0903102SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,103,Fitti e canoni,TS,Introiti derivanti da fitti e canoni,10,9/0903103TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,104,Autorizzazione raccolta Funghi,SP,Introiti derivanti dal rilascio di tesserini di autorizzazione alla raccolta funghi in area Parco,10,9/0903104SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,105,Utilizzo Foresteria,SP,Introiti derivanti dalla concessione in uso della Foresteria del Parco,10,9/0903105SP/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,106,Oneri Istruttori,TS,Versamento di oneri istruttori propeduetici al rilascio di pareri dell'Ente Parco,10,9/0903106TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,107,Tassa Concorsi,TS,Tassa per concorsi pubblici,10,9/0903107TS/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,108,Sanzioni amministrative,SA,Sanzioni amministrative irrogate ai sensi della Legge 394/1991.,10,9/0903108SA/,11/01/2020,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,109,Rilascio autorizzazioni attività consentite,SP,"Introiti derivanti dal rilascio di autorizzazioni da parte dell'Ente Parco per attività varie consentite (anche relative alle Aree Marine Protette gestite dall'Ente Parco come ad esempio: pesca sportiva e ricreativa, trasporto passeggeri, ecc... )",10,9/0903109SP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,110,Cessione materiale divulgativo,SP,"Introiti derivanti dalla cessione sporadica, in forma commerciale e non commerciale, di materiale divulgativo (cartine, pubblicazioni, ecc..)",10,9/0903110SP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,03,,,111,Registrazione atti e contratti,IM,"Rimborso, da parte delle ditte affidatarie, della tassa di registro e dell'imposta di bollo che viene pagata dall'Ente all'Agenzia delle Entrate per la registrazione dei contratti. Tale pagamento viene effettuato dall'Ente Parco in modalità telematica con addebito sul conto di tesoreria.",10,9/0903111IM/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,TUTELA PATRIMONIO ITTICO,Patrimonio Ittico,100,canoni per concessioni,SP,Canoni su concessioni di utilizzo di laghetti e specchi d'acqua,10,9/0904100SP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,101,concessioni per derivazioni di acque,SP,Concessioni per derivazioni di acque commisurate ad una valutazione di impatto ambientale,10,9/0904101SP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,102,licenze e autorizzazioni di pesca,SP,Concessioni per la pesca sportiva,10,9/0904102SP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,103,recupero e immissione di pesce vivo,SP,Servizio di recupero di pesce vivo nelle acque interne per lavori in alveo,10,9/0904103SP/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,104,sanzioni amministrative in materia di pesca,SA,Sanzioni per illeciti nell'ambito della pesca,10,9/0904104SA/,02/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,105,Quote sociali,TS,incassi da  pescatori per permessi annuali di pesca  (pagamento spontaneo),10,9/0904105TS/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,106,Riversamenti concessionari permessi,TS,incassi dai   concessionari per rilascio permessi pesca a seguito di versamenti trimestrali (pagamenti spontanei),10,9/0904106TS/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,107,Proventi oneri art 3bis Lr 34-1976,TS,incassi da ditte (pagamento obbligatoria a norma di legge),10,9/0904107TS/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,108,Contributi asportazione art 13 Lr 5-2008,TS,"incassi dalle ditte per asportazione dei materiali litoidi dagli alvei  a titolo oneroso, ex Art. 13 LR 5/2008",10,9/0904108TS/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,109,Contributi attività istituzionale,TS,incassi  da privati o enti pubblici per contributi nell'ambito delle attività istituzionali dell'ente,10,9/0904109TS/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,110,Proventi contributi ittiogenici,TS,incassi da privati o enti pubblici per diritti esclusivi di pesca (pagamento obbligatorio da convenzione),10,9/0904110TS/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,04,,,111,Rimborsi,AP,rimborsi postali - assicurativi,10,9/0904111AP/,04/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,05,AdER,Riscossione,100,Riscossione Tributi,AP,Riscossione Tributi,10,9/0905100AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,05,,,101,Incassi Generali,AP,Incassi generali,10,9/0905101AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,06,AUTOMOBILE CLUB ITALIA,Gestione del pubblico registro automobilistico (PRA),100,Richiesta visura PRA,SP,Richiesta di dati e informazioni relative a qualsiasi veicolo iscritto al PRA,10,9/0906100SP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,06,,,101,Richiesta di iscrizione formalità PRA,IM,Richiesta di iscrizione formalità PRA,10,9/0906101IM/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,06,,,102,Richiesta certificazioni PRA,SP,Richiesta certificazioni relative a qualsiasi veicolo iscritto al PRA,10,9/0906102SP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,06,,,103,Richiesta fornitura dati PRA,SP,Richiesta massiva di dati relativi a qualsiasi veicolo iscritto al PRA,10,9/0906103SP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,07,AGENZIA REGIONALE ATTIVITA' IRRIGUE E FORESTALI (A.I.R.F.),A.I.R.F.,100,Canoni Irrigui,AP,Canoni Irrigui per erogazione acqua ad operatori agricoli,10,9/0907100AP/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
09,GESTORI PUBBLICI SERVIZI,07,,,101,Concessioni Forestali,AP,Canoni per la Cessione Piantine ; Legna  e concessione al pascolo (FIDA),10,9/0907101AP/,06/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AUTORITA' AMMINISTRATIVE INDIPENDENTI,01,AUTORITA' NAZIONALE ANTICORRUZIONE,Contratti pubblici Anticorruzione e Trasparenza,100,Contribuzione gara OE,TS,"Contributo da versare da parte di operatore economico (OE) che intende partecipare a procedure di scelta del contraente per l'affidamento di lavori, servizi e forniture",10,9/1001100TS/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
10,AUTORITA' AMMINISTRATIVE INDIPENDENTI,01,,,101,Varie,AP,,10,9/1001101AP/,03/01/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ENTI DI NATURA PRIVATISTICA,01,SOI,Società oftalmologica Italiana,100,Quote Associative,AP,Pagamento delle quote associative,10,9/1101100AP/,05/03/2021,01/01/2080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
